Required Concept,CUI,Preferred Name
,C2073108,open wound of right lateral chest with protruding bone
,C2834803,Open wound of chest without penetration into thoracic cavity
,C2834963,Open wound of chest with penetration into thoracic cavity
,C0273694,Superficial foreign body of chest wall without major open wound but with infection
,C0438341,"Splinter of chest wall without major open wound, infected"
,C3835637,"superficial foreign body of chest wall without major open wound, with infection"
shock,C0036974,Shock
,C1550124,No shock - Special Handling Code
,C1550584,no shock
,C0221521,Culture shock
,C1398132,shock; birth
,C0002792,anaphylaxis
,C0009953,Convulsive therapy
,C0013781,Shock from electric current
,C0013806,Electroconvulsive Therapy
,C0013870,Electroconvulsive Shock
,C0020683,Hypovolemic Shock
,C0021645,Insulin Coma
,C0029393,Osmotic Pressure
,C0032792,Postoperative shock
,C0035222,"Respiratory Distress Syndrome, Adult"
,C0036980,"Shock, Cardiogenic"
,C0036981,Endotoxic shock
,C0036982,"Shock, Hemorrhagic"
,C0036983,Septic Shock
,C0036984,"Shock, Surgical"
,C0036986,"Shock, Traumatic"
,C0038218,Status Asthmaticus
,C0150340,Shock management
,C0150344,Shock prevention
,C0151467,Addisonian crisis
ondansetron,C0061851,Ondansetron
,C0700478,Ondansetron Hydrochloride
,C0935854,dexamethasone/ondansetron
,C3215388,Ondansetron Pill
,C4083636,Ondansetron Injection
,C0689845,Ondansetron 4 MG Oral Tablet
,C0979118,Ondansetron 8 MG Oral Tablet
,C0308189,Ondansetron Injectable Solution [Zofran]
,C0355419,Ondansetron 4 MG Disintegrating Oral Tablet
,C0792503,Ondansetron 16 MG Rectal Suppository
,C0886673,"Ondansetron, (S)-Isomer"
,C0886674,"Ondansetron, (R)-Isomer"
,C0979116,Ondansetron 24 MG Oral Tablet
,C0979119,Ondansetron 8 MG Disintegrating Oral Tablet
,C1123365,Ondansetron 2 MG/ML
,C1123366,Ondansetron 0.64 MG/ML
,C1123367,Ondansetron 4 MG
,C1123368,Ondansetron 8 MG
,C1125588,Ondansetron 0.8 MG/ML
,C1126040,Ondansetron 24 MG
,C1134857,Ondansetron 16 MG
,C1238268,Ondansetron Oral Solution [Zofran]
,C1242203,Ondansetron Oral Tablet [Zofran]
,C1247208,Ondansetron Oral Solution
,C1247209,Ondansetron Rectal Suppository
fentanyl,C0015846,Fentanyl
,C2926152,Fentanyl/Creatinine
,C3203016,Fentanyl Crystal
,C3213451,Fentanyl Pill
,C4080610,Fentanyl Injection [Sublimaze]
,C1591850,Fentanyl 0.05 MG/ML [Sublimaze]
,C0874677,Fentanyl 0.05 MG/ML Injection [Sublimaze]
,C4048579,2 ML Fentanyl 0.05 MG/ML Injection [Sublimaze]
,C4048580,10 ML Fentanyl 0.05 MG/ML Injection [Sublimaze]
,C4080611,5 ML Fentanyl 0.05 MG/ML Injection [Sublimaze]
,C4080612,20 ML Fentanyl 0.05 MG/ML Injection [Sublimaze]
spinal motion restriction,C0183440,Spine board
ketamine,C0665192,(N-methyl-11C)ketamine
,C0774140,Ketamine 10 MG/ML Injectable Solution
,C0774141,Ketamine 100 MG/ML Injectable Solution
,C0774142,Ketamine 50 MG/ML Injectable Solution
,C0800162,Ketamine:PrThr:Pt:Urine:Ord:Confirm
,C0802380,Ketamine:MCnc:Pt:Urine:Qn:Screen
,C0803346,Ketamine:MCnc:Pt:Urine:Qn:Confirm
,C1123286,Ketamine 100 MG/ML
,C1126133,Ketamine 10 MG/ML
,C1126134,Ketamine 50 MG/ML
,C1168703,ketamine compounding powder
,C1236607,Ketamine Injectable Solution [Ketalar]
,C1246585,Ketamine Injectable Solution
,C0022614,Ketamine
,C2825616,Esketamine
,C1600185,Ketamine 10 MG/ML [Ketalar]
,C1600187,Ketamine 100 MG/ML [Ketalar]
,C1600189,Ketamine 50 MG/ML [Ketalar]
,C1702535,Ketamine 100 MG/ML [Ketaved]
,C2977979,Ketamine 100 MG/ML [Ketaset]
,C3474532,Ketamine 100 MG/ML [Ketathesia]
,C3536097,Ketamine 100 MG/ML [Ketaject]
,C3701030,Ketamine 100 MG/ML [Zetamine]
,C3893011,Ketamine 100 MG/ML [Vetaket]
